6.615492824073849754e-01 8.514997870129891178e-01 2.460636917584293522e+06 2.713656360593532781e+02 1.343613521399717854e+02 3.408178151486225271e+00
6.615542861093416382e-01 8.514990322578733783e-01 2.460636917625866830e+06 2.713656049251284230e+02 1.343613459667529924e+02 3.408196118233798533e+00
6.615526661978485823e-01 8.514992823947871159e-01 2.460636917605895083e+06 2.713656021206296600e+02 1.343613550661182217e+02 3.408190714476404537e+00
6.615499310875132544e-01 8.514996734683125679e-01 2.460636917580418754e+06 2.713656109155680838e+02 1.343613627897501033e+02 3.408180476211879473e+00
6.615507653473672312e-01 8.514995107536553753e-01 2.460636917589224875e+06 2.713656184051743594e+02 1.343613469855657456e+02 3.408182689758501027e+00
6.615655940935316615e-01 8.514973490109085663e-01 2.460636917747205123e+06 2.713656026631653617e+02 1.343612891914040404e+02 3.408238928583269711e+00
6.615389998623888435e-01 8.515012987164397584e-01 2.460636917464309838e+06 2.713656309549618300e+02 1.343613995846286571e+02 3.408141957206999528e+00
6.615513415610209114e-01 8.514994243096295490e-01 2.460636917606179602e+06 2.713656401247308736e+02 1.343613316864256433e+02 3.408187928464659233e+00
6.615456115687515792e-01 8.515002992576855556e-01 2.460636917535231449e+06 2.713656215630359725e+02 1.343613737145273888e+02 3.408164899909216672e+00
6.615559518471716416e-01 8.514987676046309462e-01 2.460636917649663053e+06 2.713656241475761135e+02 1.343613214953152522e+02 3.408203091637794113e+00
6.615418636971728272e-01 8.515008404334289960e-01 2.460636917495568283e+06 2.713656314749129024e+02 1.343613818700818001e+02 3.408152363345147151e+00
6.615454654114845123e-01 8.515003163011337639e-01 2.460636917531921063e+06 2.713656185408610213e+02 1.343613753419157035e+02 3.408163912884675018e+00
6.615535854499621227e-01 8.514991301163642445e-01 2.460636917613828089e+06 2.713656108331016981e+02 1.343613385089897463e+02 3.408194940883415125e+00
6.615518668803709312e-01 8.514993636168397551e-01 2.460636917607034557e+06 2.713656298224897796e+02 1.343613365845822614e+02 3.408188524278378928e+00
6.615485733480801489e-01 8.514998454810767115e-01 2.460636917568580713e+06 2.713656251674370878e+02 1.343613552219500207e+02 3.408176575058372126e+00
6.615503204653347957e-01 8.514996421608693744e-01 2.460636917588669807e+06 2.713656188249962611e+02 1.343613588307316888e+02 3.408182469312833973e+00
6.615566283582725582e-01 8.514986474245721526e-01 2.460636917653828859e+06 2.713656158824948648e+02 1.343613217153528865e+02 3.408206172160312075e+00
