date,jd,lon,lat,h,x_ecl,y_ecl,z_ecl,vx_ecl,vy_ecl,vz_ecl,x_earth,y_earth,z_earth,vx_earth,vy_earth,vz_earth,vx_surface,vy_surface,vz_surface,v_speed,z_impact,e,q,tp,node,peri,i
2032-12-22 13:59:28.880,2463589.082973148,-2.8124001010367476,2.669382746748187,0.04599675358769944,2984690.359292629,-5051388.314026507,2501145.9675179054,-8088.328428057729,14973.820392833552,-3323.0832995830892,6363634.341733715,-312614.18610154575,295062.58001376357,-8088.328428057729,14973.820392833552,-3323.0832995830892,-8111.124616696535,14509.776803860199,-3323.0832995830892,16951.898066629237,58.10177867175107,0.6615625771889052,0.8514978054482976,2460636.917718976,271.3656087223464,134.36130382518476,3.4082272911579143
2032-12-22 13:59:36.829,2463589.0830651545,-2.0423175939542757,2.7564892327704307,0.04904534132000272,3063133.0855562547,-5008409.546830717,2492725.6371599655,-8114.0895139469185,14960.454812497037,-3320.53417694177,6366808.553469438,-227042.11661264932,304683.9535017147,-8114.0895139469185,14960.454812497037,-3320.53417694177,-8130.6456881365775,14496.17975632634,-3320.53417694177,16949.11720574195,58.75752276023039,0.6615625999806178,0.851497762617208,2460636.91771304,271.3656037525208,134.36129933259684,3.408226365260064
2032-12-22 14:00:33.031,2463589.0837156326,3.204569144164302,3.459509070405586,0.07721935994198939,3580703.9316915586,-4683189.114606741,2434528.837612432,-8289.788501297697,14867.234771084446,-3305.7795125787516,6356713.246982168,355903.9587035969,382309.6370607274,-8289.788501297697,14867.234771084446,-3305.7795125787516,-8263.835572286122,14403.695876359014,-3305.7795125787516,16931.792918950094,63.21391940973985,0.6615626139880286,0.8514978167109312,2460636.9177149823,271.3656101775619,134.36129934960832,3.408230011495394
2032-12-22 14:02:03.811,2463589.0847663316,10.97505237210855,4.6399365805952515,0.13877465202282552,4285190.228312023,-4111736.579754382,2326241.302328263,-8550.779572673588,14723.462659034056,-3285.1925275134704,6241233.932720639,1210352.993601297,512519.481293982,-8550.779572673588,14723.462659034056,-3285.1925275134704,-8462.519230090427,14268.3446496965,-3285.1925275134704,16911.30925460839,69.80805074126674,0.6615626690728161,0.8514978094809678,2460636.9177204412,271.3656062470662,134.36130773252822,3.408227081041149
2032-12-22 14:03:24.143,2463589.085696102,17.44561879989656,5.770699290171227,0.21440579289931685,4803611.376625888,-3559961.532041731,2220950.972782252,-8769.64141472097,14597.607562255162,-3270.5338907040677,6054327.421694103,1902606.3781385836,637055.7523154551,-8769.64141472097,14597.607562255162,-3270.5338907040677,-8630.901153307006,14156.11899224765,-3270.5338907040677,16899.247071129375,75.27097545915198,0.6615627200312512,0.8514977887208504,2460636.9177203826,271.3656067394363,134.3613046848594,3.4082274527940126
2032-12-22 14:05:41.955,2463589.0872911443,28.05366425385245,7.850363957827125,0.3956762059704954,5494464.746023056,-2530939.7168041156,2021344.328753097,-9133.283628035004,14377.541000403631,-3251.0713789992947,5576696.04390789,2971885.1437729653,865442.959907021,-9133.283628035004,14377.541000403631,-3251.0713789992947,-8916.570320186886,13970.88186383805,-3251.0713789992947,16889.648647603804,84.12914652208566,0.6615627771936243,0.8514978103148807,2460636.9177219826,271.3656047644391,134.36131035787167,3.408226966923788
2032-12-22 14:06:18.236,2463589.0877110655,30.703874781561836,8.420270189322327,0.45479228424824353,5633001.531968558,-2252900.8649791563,1968340.1698347388,-9225.539364313046,14319.343558222556,-3247.6911069103735,5425696.916202001,3222039.386303581,927850.6115714697,-9225.539364313046,14319.343558222556,-3247.6911069103735,-8990.584519276104,13923.69545299373,-3247.6911069103735,16889.268859008378,86.31102769656867,0.661562820568857,0.8514977405046222,2460636.917726756,271.3656285389719,134.3612838724088,3.408229852311917
2032-12-22 14:08:58.598,2463589.089567101,42.88428998865101,11.053927655037505,0.7798011390837557,6079262.548997812,-914052.6547165967,1699325.2177047124,-9656.113077242122,14035.976386919632,-3234.0741707357815,4587868.75799782,4260967.114735008,1215010.7395835482,-9656.113077242122,14035.976386919632,-3234.0741707357815,-9345.398418567946,13701.4236816773,-3234.0741707357815,16897.476682878427,96.166232065176,0.6615628646509415,0.8514977924031565,2460636.9177190424,271.3655997525588,134.36131141844078,3.408228333352972
2032-12-22 14:09:54.027,2463589.090208641,47.09662881081552,11.999337363224528,0.9169063090763416,6158201.900791272,-434137.82619613205,1602718.093653862,-9808.53012684971,13930.418186100029,-3232.0917525846444,4248358.19781332,4571238.500394256,1317521.455747357,-9808.53012684971,13930.418186100029,-3232.0917525846444,-9475.1901192593,13620.62298425621,-3232.0917525846444,16904.053223191273,99.47625604693978,0.6615629038423532,0.8514977431789931,2460636.91772179,271.36561355000543,134.36129522255322,3.4082299696788496
2032-12-22 14:10:21.658,2463589.090528447,49.30476262090059,12.48190810914113,0.9909746301913525,6184146.391790705,-182414.84494361264,1550383.7653997783,-9889.024732481006,13873.676046123706,-3231.0445683058592,4061741.4544400168,4723004.14507119,1369715.2235749036,-9889.024732481006,13873.676046123706,-3231.0445683058592,-9544.61779824824,13577.489153416938,-3231.0445683058592,16908.210716340465,101.19261486671223,0.6615629045254213,0.8514977658803855,2460636.9177171704,271.365600408253,134.36130635977955,3.408228935449808
2032-12-22 14:10:57.910,2463589.090948027,52.18607881678902,13.111983572638199,1.0917951316677401,6201888.925730533,146628.70761756029,1481791.2692995549,-9994.98554850546,13797.752610939595,-3230.2908328700314,3809787.0747998604,4909084.535404249,1437721.4819678313,-9994.98554850546,13797.752610939595,-3230.2908328700314,-9637.009416620745,13519.93852350528,-3230.2908328700314,16914.3568320029,103.4053841122198,0.6615629120806611,0.8514977762025289,2460636.9177190764,271.36559412008927,134.36131517083513,3.408227033483741
2032-12-22 14:11:12.330,2463589.0911149266,53.331324328122946,13.369218726613507,1.1342851306758241,6203706.826566007,277676.50048254593,1455180.0444849043,-10037.41340749605,13766.885986198895,-3230.516600239278,3707039.7415740173,4979054.033623279,1465438.117226244,-10037.41340749605,13766.885986198895,-3230.516600239278,-9674.335018736001,13496.564353344327,-3230.516600239278,16917.0400751174,104.27362176960143,0.6615629278903336,0.8514977482727101,2460636.9177173986,271.3656002543801,134.3613050097829,3.408226758457054
