m,x,y,z,vx,vy,vz
0.0,-2525227564.7221766,147259473377.21722,-33473767.479026366,-36304.65767413639,11077.764652665139,-2200.498518808074
0.0,-2315313645.7264957,147197082259.88013,-21135641.16765226,-36184.907330983704,11248.109533977344,-2228.58720893979
0.0,-2221843778.769351,147169706959.68307,-15767398.665947173,-35968.95214031717,11500.935427074106,-2282.4881897655855
0.0,-2000219997.3084419,147094819338.64545,-980717.488990044,-36620.93856172321,11186.282712852317,-2206.018128279327
0.0,-2185338783.550754,147159277714.9818,-13764672.271555172,-35718.8885881695,11765.1097812053,-2348.9395448174264
0.0,-2508335010.029796,147254428726.75226,-32472609.147000477,-36301.03421851172,11086.781923494402,-2201.719702750687
0.0,-2611584581.524383,147285222435.17056,-38584815.64784142,-36323.758819281735,11035.79734748702,-2195.247760933298
0.0,-2366593460.3022523,147212252093.13364,-24127618.36389166,-36234.38439885602,11183.886683495284,-2216.871971081106
0.0,-2297031368.0151105,147191680480.94614,-20068574.88133875,-36160.48107223531,11278.593076559602,-2234.49887326827
0.0,-2174210603.801015,147156162020.4823,-13179500.418286273,-35576.518413904974,11905.96630363174,-2388.515214667691
0.0,-2895271506.0650244,147369816203.60556,-55432587.0572934,-36359.124195024684,10944.174535737764,-2186.8498893911656
0.0,-2236959965.7359066,147174088508.1817,-16620782.808525238,-36027.05578297843,11435.844713050663,-2267.6283644075324
0.0,-2367507792.9121747,147212520398.51016,-24177466.407535594,-36235.087925515836,11182.946603731656,-2216.7153271866864
0.0,-2152514911.611438,147150285292.73016,-12147652.667719066,-35025.33883595078,12396.61673523242,-2550.7444291444817
0.0,-2605178259.0478287,147283316734.41205,-38206465.93006721,-36322.4734514911,11038.527152360768,-2195.5632240051127
0.0,-2745849200.363963,147325270812.21814,-46550602.15285737,-36344.651442776056,10987.179369579408,-2190.262596817716
0.0,-2411662399.794757,147225642801.6854,-26774159.940841664,-36263.7721346733,11143.75203515698,-2210.1509538143982
0.0,-2288999441.5630727,147189319467.45523,-19604783.753994133,-36148.081896273725,11293.800642572334,-2237.5113714017943
0.0,-2384890171.1488557,147217677944.1937,-25199141.25706504,-36247.48928286363,11166.184440454355,-2213.842734876769
0.0,-2231574207.2867217,147172514658.32327,-16313440.77728941,-36008.192119514795,11457.200997582133,-2272.4364485726433
0.0,-2238966363.6015644,147174671497.87933,-16734642.76429121,-36033.667527668025,11428.330734099747,-2265.9533710726573
0.0,-2307006283.5734663,147194622440.39404,-20648891.525504537,-36174.39994636619,11261.314895968233,-2231.1252164924613
0.0,-2063013703.3118546,147115124456.09512,-4985657.897890831,-36836.51512620619,11358.503591396284,-2247.622342919891
0.0,-2494631927.9188843,147250353154.1136,-31666310.85350112,-36297.88739775319,11093.73675076876,-2202.672562878871
0.0,-2665737163.6481075,147301382831.97556,-41799287.07972019,-36333.444119803775,11014.487968364736,-2192.9089443535745
0.0,-2043274549.4803398,147108647107.14703,-3706935.4361913106,-36730.43022650698,11271.905716439654,-2226.53900175772
0.0,-2236706315.3831153,147174005721.24173,-16604691.683256738,-36026.24264991795,11436.803073933612,-2267.8409479532374
0.0,-2197128923.1149297,147162604168.82874,-14396463.826440103,-35825.43328837632,11655.478378308642,-2320.18262521583
0.0,-2386137158.6114345,147218046737.34772,-25269947.95184703,-36248.320952236805,11165.05013859244,-2213.655587011878
0.0,-2149549889.92673,147149508168.02985,-12023432.246930692,-34889.802795439326,12505.50350371759,-2592.897122995062
0.0,-2204030525.877013,147164583064.34427,-14777491.500534285,-35873.88480616583,11604.175533838137,-2307.283337999732
0.0,-2304535709.550977,147193897893.4273,-20506361.58453589,-36171.082038955545,11265.445838945983,-2231.9250911713143
0.0,-2501533606.5929065,147252404396.11682,-32071682.8666865,-36299.530221784466,11090.277046236348,-2202.1971748050405
0.0,-2013930295.2314405,147099191790.3232,-1841561.4518424398,-36646.12845351899,11205.325664310463,-2210.626110218728
0.0,-2153440298.22162,147150537055.95547,-12188051.511263188,-35062.682293630496,12365.640591147681,-2539.318337137704
0.0,-2325007509.7600493,147199940865.12933,-21696930.66692846,-36196.13137219589,11233.869587048008,-2225.906532027969
0.0,-2184640888.788684,147159071047.36853,-13724063.653087044,-35711.51486258572,11772.657836703373,-2351.0152098594945
0.0,-2168611183.882918,147154609645.53503,-12896199.106895551,-35480.64512610083,11997.419075881848,-2415.711080913629
0.0,-2166944598.5022364,147154155262.93573,-12815374.135122357,-35447.661725525875,12028.199290971117,-2425.115615388425
0.0,-2360942119.0942335,147210578940.02545,-23796131.346440125,-36229.94407613257,11189.811064965746,-2217.9093355174396
0.0,-2168790095.7180943,147154659625.46854,-12905302.3733195,-35484.03094880257,11994.22516642818,-2414.737758135284
0.0,-2194641064.892333,147161906061.979,-14262899.840243956,-35805.66905005892,11676.061389171065,-2325.4604707301287
0.0,-2512893311.0688896,147255790636.01108,-32743842.690621033,-36302.00837304777,11084.389794484268,-2201.393184789835
0.0,-2242719354.9331493,147175762705.07715,-16947321.5607331,-36045.46060737901,11414.868909664043,-2262.977254757299
0.0,-2301106105.150978,147192880393.69135,-20305536.778509077,-36166.35239286951,11271.334511691346,-2233.071929401149
0.0,-2201220013.9369345,147163775765.26987,-14621378.618876008,-35855.14210357212,11624.125870055768,-2312.2606844310358
0.0,-2611954605.280469,147285335391.33215,-38607319.68112968,-36323.83160084137,11035.638955231403,-2195.229160339814
0.0,-2013707537.6301663,147099117176.38092,-1826767.9700665104,-36645.66057707526,11204.974670915923,-2210.542243428308
0.0,-2469839528.6363173,147242947765.76062,-30196626.977155093,-36290.3857151639,11106.230683538402,-2204.431432394956
0.0,-2415348547.027211,147226737462.6134,-26990778.61014721,-36265.79222162506,11140.943945245079,-2209.7018766891915
0.0,-2320989248.0102015,147198754942.874,-21463241.012848902,-36191.61001579101,11239.62643186709,-2226.987478800661
0.0,-2196212238.2517366,147162347444.19385,-14347576.720911736,-35818.29385252262,11662.92465104745,-2322.0809776261613
0.0,-1923769136.9370477,147070725966.7125,3756036.626892196,-36545.03241177137,11134.947641368546,-2192.5570381886273
0.0,-1904392258.7648015,147064671526.47928,4946725.728600075,-36534.34264458028,11129.187147746263,-2190.7146270060516
0.0,-2260165224.2122607,147180862371.47757,-17944914.829395074,-36092.013690653424,11360.872161031504,-2251.3153647960658
0.0,-2484503273.887694,147247328416.35416,-31067611.28581566,-36295.15517967104,11098.746590530476,-2203.3672441938534
0.0,-2026598819.931919,147103253824.10922,-2643005.3700690046,-36675.99349647501,11228.528417137013,-2216.1773111510493
0.0,-2454024154.732374,147238241059.81668,-29265763.996800017,-36284.25453469865,11115.064906317371,-2205.7177848895053
0.0,-1976214715.89184,147087217884.7867,514620.75397160806,-36588.419101406944,11162.780168864245,-2200.1713226991283
0.0,-2419584124.9266944,147227992970.1901,-27236914.916611187,-36268.05670936893,11137.790940744795,-2209.2035485150172
0.0,-2213248954.469112,147167222690.8958,-15286692.09173583,-35927.61990039114,11546.317637149565,-2293.198040327312
0.0,-2222835619.113427,147169993204.07306,-15823689.922908975,-35973.28494624572,11496.141738834984,-2281.365420682735
0.0,-2176594927.859808,147156815423.27557,-13302431.747567667,-35611.8324862965,11871.745058607443,-2378.5830056679397
0.0,-2151498615.5309334,147150020533.05502,-12104423.596390057,-34981.520996937295,12432.213614939077,-2564.297669129986
0.0,-2060648339.9159555,147114342450.5137,-4831933.715625655,-36820.03946705867,11344.945161903514,-2244.2662114885416
0.0,-2240158182.843,147175019219.41003,-16800289.78461821,-36037.48898201369,11423.969379243066,-2265.000873055911
0.0,-2278399678.9596376,147186207822.28607,-18993385.22842897,-36129.81582572905,11315.93302816539,-2241.977732998382
0.0,-2220154884.7376366,147169211865.82254,-15670999.062819364,-35961.42108440772,11509.289940371264,-2284.442090636354
0.0,-2520504615.668109,147258066045.0604,-33194939.59974207,-36303.63203051169,11080.31786141394,-2200.8415055120627
0.0,-2361575336.980832,147210762947.3546,-23831228.211066343,-36230.456204693866,11189.133457252265,-2217.7930814919023
0.0,-2015738321.2929637,147099762191.53482,-1953578.896973712,-36649.93046587659,11208.261963050269,-2211.332281965156
0.0,-2301598026.309799,147193022732.18912,-20332792.11133629,-36167.04870012795,11270.476090271864,-2232.9080274220582
0.0,-2320865892.206202,147198717801.72064,-21455238.166287024,-36191.47004344877,11239.804991656014,-2227.022177684919
0.0,-2433082765.34418,147232005341.44278,-28030477.11556603,-36274.85769090319,11128.286379912257,-2207.7196326214435
0.0,-2544431421.150776,147265207339.54892,-34610943.74345741,-36308.995392518525,11067.46245631945,-2199.1379849530254
0.0,-2488891061.808796,147248641842.56064,-31326373.165888544,-36296.392200629685,11096.574341170628,-2203.0669748427385
0.0,-2180072524.9265165,147157781309.73422,-13481181.84515812,-35658.24884733701,11826.061682315185,-2365.7193665229315
0.0,-1978258531.066025,147087859455.76202,389055.9401784239,-36590.75516317853,11164.417529107548,-2200.589141331417
0.0,-2256624357.6099367,147179820599.17667,-17741539.306463134,-36083.5337352112,11370.826891783021,-2253.4269420919936
0.0,-2058206417.489558,147113535676.35675,-4670170.666968204,-36804.358442990524,11332.075175654349,-2241.116687494394
0.0,-2379503274.6761847,147216088396.31784,-24884540.157899283,-36243.809724072766,11171.174499921659,-2214.687498743859
0.0,-2082927104.4451833,147121873504.30292,-6329193.7024210645,-37061.7530046973,11544.19974809743,-2295.8901141350316
0.0,-2190850708.366269,147160825267.2807,-14057569.493483374,-35773.11115609443,11709.832005071357,-2334.2272779068585
0.0,-2215761988.971396,147167946607.63452,-15426527.0883231,-35940.474654127655,11532.289555879333,-2289.8566067494207
0.0,-2168918565.2471004,147154688601.06445,-12909089.927410573,-35486.592690867335,11991.908116361607,-2414.0822786400104
0.0,-2402652163.0203295,147222957613.88605,-26242958.13377672,-36258.627805689124,11150.889538284175,-2211.3062486958897
0.0,-2190697245.8164215,147160777714.44992,-14046504.850751186,-35771.76669129216,11711.248641394966,-2334.6345804998696
0.0,-2374614200.1030045,147214630788.12885,-24595869.256439373,-36240.35389484457,11175.860469946658,-2215.4902441121108
0.0,-2042145770.6206572,147108269954.7808,-3630444.363183937,-36725.969109584694,11268.342200748997,-2225.691521220553
0.0,-2705536747.8807855,147313243891.55112,-44156382.52880054,-36339.41199873736,11000.41572128907,-2191.498042451969
0.0,-2071956178.02604,147118120928.70322,-5582043.931881395,-36913.91927216568,11422.315774918354,-2263.6721184753624
0.0,-2182720264.836069,147158527844.6144,-13621916.919169871,-35690.0558736305,11794.283139220877,-2356.909344364241
0.0,-2282820573.540621,147187499685.6186,-19246920.034624252,-36137.73278293628,11306.39018043871,-2240.0422607825644
0.0,-2293386281.0016413,147190610785.40216,-19858613.79990396,-36154.99080806745,11285.340982609794,-2235.8286513910894
0.0,-2276226552.844166,147185561910.63556,-18867172.812432785,-36125.78898186504,11320.794614028415,-2242.968101501218
0.0,-2397396475.487965,147221397061.84225,-25933867.221375123,-36255.47409994696,11155.238160348299,-2212.02024361245
0.0,-2221814820.211703,147169696001.25363,-15764759.476444265,-35968.838921771734,11501.073520658072,-2282.5248499935524
0.0,-2612267028.7766485,147285430363.82468,-38626584.71145755,-36323.89212002676,11035.508654665366,-2195.2139465699634
0.0,-2165492290.2197948,147153757380.84222,-12742382.519526312,-35417.07220564899,12056.508117335998,-2434.008599281157
0.0,-2500243035.8235426,147252021131.38852,-31996804.266899094,-36299.23352865991,11090.93042113848,-2202.2856194633687
0.0,-2187786213.0343413,147159963772.92868,-13894095.34612772,-35744.04548637771,11739.58786670623,-2342.096348807143
0.0,-2336344644.861066,147203290779.91037,-22356970.351581186,-36207.99444702361,11218.621049204306,-2223.0832876427603
0.0,-2233995844.740089,147173218858.39957,-16449464.936067868,-36016.907505683695,11447.368338810109,-2270.2255880291873
0.0,-2219695953.171176,147169079506.70822,-15643975.216649245,-35959.32067974936,11511.60428068717,-2284.996790988716
0.0,-2211429040.9031363,147166695901.43045,-15183146.484467039,-35917.89753291788,11556.895941907123,-2295.7575340339017
0.0,-2284780584.61897,147188077699.93622,-19362327.240950007,-36141.09517494938,11302.310750643317,-2239.210885333129
0.0,-2174299602.291409,147156183120.60895,-13184000.546404706,-35577.94309961813,11904.6362362606,-2388.1063499802244
0.0,-2029515996.7219188,147104193847.4775,-2827898.4754733564,-36684.06186959802,11234.880641628266,-2217.6942968654685
0.0,-2389962980.898017,147219185430.92,-25495304.648331404,-36250.81560601236,11161.637824344149,-2213.0848365203206
0.0,-2081145899.9622777,147121246890.22845,-6203528.674869209,-37031.71047031022,11519.608220615975,-2289.2184497072208
0.0,-2455010189.5117474,147238529999.3654,-29322919.353456985,-36284.66578361951,11114.484840744693,-2205.632030074386
0.0,-2212227836.1890945,147166930965.27484,-15228992.147338381,-35922.18681380417,11552.21085204128,-2294.6261776794013
0.0,-2427320040.511863,147230288881.2971,-27691732.183449514,-36272.02939312541,11132.248326975849,-2208.3320904550114
0.0,-1908396422.5308554,147065931946.92792,4696401.971659797,-36536.39478355372,11130.241265379918,-2191.064143229459
0.0,-2385914282.9270554,147217990499.40292,-25259334.31350796,-36248.163131968526,11165.25435606419,-2213.6895345549783
0.0,-2355906661.81354,147209083486.0664,-23499905.231853724,-36225.81871194487,11195.291259769498,-2218.878176067318
0.0,-2102140984.7346575,147128852505.12643,-7756293.454301326,-37807.42485779525,12131.975952107503,-2485.0987945198735
0.0,-2808043540.390843,147343810650.775,-50244376.210128464,-36351.481337602934,10968.30946143973,-2188.6562296105944
0.0,-2498012167.055139,147251355189.12393,-31862661.60124127,-36298.71323100684,11092.047359037068,-2202.4420135521627
0.0,-2506296709.8843317,147253828781.05624,-32354763.78315717,-36300.58745562782,11087.840194052125,-2201.8637334035993
0.0,-2169879599.9512343,147154955325.5299,-12959039.509359242,-35504.30684932766,11975.167341372151,-2408.9635161400793
0.0,-2580851623.1820254,147276056962.66968,-36762965.01041978,-36317.32693682001,11049.405282066688,-2196.863081960752
0.0,-2476039019.366376,147244809559.43842,-30566340.17350204,-36292.51374287071,11103.002759066398,-2203.9702062039
0.0,-1881896901.502229,147057658111.90186,6321704.762215996,-36524.113540156104,11124.350032298504,-2188.9597685282783
0.0,-1976910752.7803738,147087441433.69324,469820.1639664352,-36589.21240647352,11163.329542058384,-2200.30971309868
0.0,-2363037325.738666,147211196335.15506,-23917556.95880584,-36231.61745797738,11187.585778001316,-2217.5206129398143
0.0,-2351485645.415533,147207771320.5609,-23241146.147351466,-36222.0515425731,11200.269264159238,-2219.7634269434325
0.0,-2360766512.03872,147210519762.22134,-23782350.893028803,-36229.8123551201,11189.994207851078,-2217.9463739668586
0.0,-2422144273.6779146,147228750578.35123,-27387865.800803903,-36269.39541999108,11135.92681091742,-2208.908356362856
0.0,-2259015225.908116,147180510528.72867,-17875216.724346858,-36089.349289696445,11364.043612361904,-2251.991741410786
0.0,-1952880200.0850399,147079866161.0933,1958653.7666594542,-36565.75683198405,11147.545720341708,-2196.166380560528
0.0,-2528475253.3504915,147260447109.7742,-33666308.26889863,-36305.37014892035,11076.005646471744,-2200.264210889897
0.0,-2515001795.7793493,147256427501.20374,-32869404.828943655,-36302.4534057665,11083.269381580096,-2201.240334917631
0.0,-2482067199.869316,147246599710.4775,-30922830.276141055,-36294.43091655162,11099.957726908724,-2203.536845157325
0.0,-2763231179.709885,147330459643.12177,-47584591.62977341,-36346.69743574539,10981.736384913123,-2189.7801895465386
0.0,-2164029816.522538,147153358454.438,-12671387.511577327,-35384.24488537621,12086.597592757333,-2443.5271136274764
0.0,-2294508214.4343615,147190937855.07556,-19923754.74413821,-36156.70780375188,11283.241009101735,-2235.4102727534723
0.0,-2140953205.607119,147147369365.7484,-11735277.100834088,-34294.76729445236,12933.143386220088,-2785.1791100138016
0.0,-2570854386.58355,147273077409.49313,-36172980.00005241,-36315.09206369802,11054.141633690291,-2197.4436534465485
0.0,-2401895495.1924653,147222728458.87018,-26196161.17645391,-36258.18536608089,11151.504295110517,-2211.409398256906
0.0,-1951498583.7902944,147079433286.73575,2043978.206624881,-36564.61243574567,11146.810882637703,-2195.964725942343
0.0,-2330743588.2315884,147201630597.27023,-22028625.52896404,-36202.29834859591,11225.974949377269,-2224.441534147331
0.0,-2071615675.7838333,147118003962.74783,-5556345.080178119,-36910.41292150648,11419.433275956768,-2262.9539063712023
0.0,-2493430953.9910808,147249984760.83084,-31591600.450649746,-36297.59181871819,11094.328965802692,-2202.756563278313
0.0,-2224494805.8526044,147170474391.56363,-15915869.878523594,-35980.34375397995,11488.299154951874,-2279.5604680581805
0.0,-2207603619.343955,147165605786.27957,-14974614.032913052,-35896.03594075195,11580.456635327928,-2301.4499029340473
0.0,-2217023429.2219143,147168301480.11465,-15493439.440719169,-35946.734101134185,11525.476165419559,-2288.261103672412
0.0,-2456939699.3613896,147239116927.5691,-29440467.22697278,-36285.44643513667,11113.366719387053,-2205.465386192334
0.0,-2190816725.6192303,147160817129.27316,-14056260.421984732,-35772.7865432378,11710.154998730603,-2334.307444481908
0.0,-2373368901.351959,147214267747.3344,-24524654.906376507,-36239.44476349312,11177.078226613865,-2215.6984779135205
0.0,-2462759568.589921,147240842369.61026,-29781074.378905136,-36287.75269120209,11110.072003164429,-2204.9845415557506
0.0,-2596729774.588739,147280795352.34457,-37707223.17438351,-36320.7344103637,11042.211410096086,-2195.994129694407
0.0,-2153991467.75754,147150675013.81097,-12209825.138150334,-35084.440494024966,12347.759549632603,-2532.7813008943185
0.0,-2380346971.603797,147216337890.7829,-24933139.920108195,-36244.39500613461,11170.382192213317,-2214.5545847806006
0.0,-2395543916.09824,147220838051.6923,-25821815.69994659,-36254.34330274553,11156.803267737327,-2212.281467464296
0.0,-2329785573.5870895,147201345705.98337,-21972663.57780217,-36201.29527333476,11227.267390759875,-2224.6798709635873
0.0,-2219216988.4402604,147168944834.98422,-15621013.12272128,-35957.08172695969,11514.056588545025,-2285.5409886755106
0.0,-2304167166.646345,147193781454.16037,-20482860.49975071,-36170.59554979428,11266.066576236197,-2232.0471099578967
0.0,-2440810166.2766576,147234303321.808,-28484271.588713825,-36278.488389659775,11123.19346020159,-2206.9409522882493
0.0,-2189977672.3655424,147160580184.31403,-14009070.871273534,-35765.087361281636,11718.066367355916,-2336.429136315342
0.0,-2157213593.9458227,147151522606.21213,-12352262.686667439,-35197.940188064495,12251.755524708555,-2498.4914432336564
0.0,-2312339503.2791047,147196194244.56332,-20958877.996303387,-36181.261021628416,11252.720466957355,-2229.4717988904895
0.0,-2005492888.7266233,147096499842.33667,-1311948.2290722027,-36629.913654293036,11192.999071365559,-2207.6512820034204
0.0,-2447046546.1074686,147236158407.82724,-28853481.695248663,-36281.28046882609,11119.269533088469,-2206.344242558375
0.0,-2247122971.960306,147177050455.62555,-17199408.926106926,-36058.395972377526,11399.989889486913,-2259.715575803605
0.0,-2193715138.7786613,147161640029.282,-14212331.666997867,-35798.03833540088,11684.022568580263,-2327.510746700169
0.0,-2675691657.50502,147304347293.12958,-42385404.103363805,-36335.02017105745,11010.860711462983,-2192.5378887379684
0.0,-2198815721.3339615,147163086185.36816,-14488277.266555717,-35838.06027553932,11642.193930853471,-2316.8193166727633
0.0,-2259501087.4606295,147180665156.57513,-17907426.252224766,-36090.46038947001,11362.704898930415,-2251.6972766262006
0.0,-1886564003.664862,147059123677.30817,6031730.162358506,-36526.07616380616,11125.21764001688,-2189.292525684747
0.0,-2017807460.3225086,147100428274.50464,-2084512.4844251524,-36654.4715927998,11211.757426249107,-2212.171060349436
0.0,-2305473483.266298,147194169814.17984,-20559320.876806837,-36172.35812843846,11263.863493430012,-2231.619256217359
0.0,-2333035199.9534507,147202310307.178,-22163970.857978497,-36204.66284561277,11222.92854920767,-2223.874743850456
0.0,-2403219745.970202,147223126943.9619,-26274980.153266914,-36258.96139884253,11150.426861573811,-2211.2343516121373
0.0,-2191441063.976834,147160995466.17657,-14090663.988289317,-35778.38273857422,11704.37345047901,-2332.7840476938554
0.0,-2255348041.309146,147179448738.57587,-17667524.13933205,-36080.35967357491,11374.52857486371,-2254.223227591188
0.0,-2329016965.0143795,147201121040.96558,-21929270.536845647,-36200.47782995257,11228.313515926911,-2224.8716828275424
0.0,-2093403067.857762,147125580029.78864,-7076711.524804025,-37324.018178331,11757.495558810908,-2357.66370359968
0.0,-2191688977.981188,147161064454.1747,-14101759.95051895,-35780.603694429214,11702.086851520831,-2332.223368744169
0.0,-2110256462.539173,147132217663.18542,-8520912.540163852,-39267.515859527506,13068.439651951508,-2952.8787351978085
0.0,-2418005721.968388,147227519432.47568,-27143432.944169912,-36267.2247546673,11138.955457039418,-2209.389031989948
0.0,-2297897534.095435,147191936666.56598,-20119057.760585148,-36161.749538230266,11277.02465424255,-2234.1902118651115
0.0,-2179741369.797604,147157693264.2014,-13464342.557676978,-35654.004105653825,11830.218135262825,-2366.8926001019904
0.0,-2268711745.9053044,147183363012.62833,-18434970.164688874,-36110.88178001978,11338.586514840366,-2246.641744343394
0.0,-2146007033.5577416,147148621562.363,-11894981.181954984,-34688.29041352742,12658.58455136558,-2656.2997598223756
0.0,-2561385673.649613,147270256299.40778,-35613239.038816474,-36312.92792367534,11058.776513741952,-2198.023350598706
0.0,-2435663470.188762,147232782730.84702,-28187457.0581929,-36276.0827489125,11126.56249076401,-2207.449118541716
0.0,-2382359275.312986,147216925945.25916,-25048062.682722483,-36245.78450122237,11168.50481325431,-2214.2396326917856
0.0,-2417841897.8306775,147227475675.41547,-27135707.725712072,-36267.13357005313,11139.077760732464,-2209.4063965521677
0.0,-2655555353.4944625,147298344472.30438,-41193862.80901553,-36331.771895519094,11018.28240449593,-2193.3101649907458
0.0,-2710800809.388224,147314822263.94427,-44472593.09744651,-36340.136192267615,10998.633330210649,-2191.323944408913
0.0,-2364864066.118616,147211740261.25705,-24024835.046740722,-36233.047031213275,11185.673843014885,-2217.186498710419
0.0,-2471868394.0973177,147243560624.21002,-30320680.286646344,-36291.096989511396,11105.165535354516,-2204.275069321807
0.0,-2395619928.333685,147220863009.27423,-25827295.086894978,-36254.38769225648,11156.74034753169,-2212.270059306989
0.0,-2492965232.046668,147249846895.11356,-31564906.718550332,-36297.472691200644,11094.559866234802,-2202.7875330010534
0.0,-2521125695.224421,147258253552.0413,-33232394.72444693,-36303.76401569802,11079.98479366639,-2200.7962882748375
0.0,-2192851080.684468,147161391686.8153,-14165984.268078249,-35790.74438212421,11691.618498374432,-2329.4619760545074
0.0,-2470955466.2373767,147243291213.02655,-30267205.107793804,-36290.77535329302,11105.644259209748,-2204.342602990122
0.0,-2204255528.759274,147164639472.21423,-14788095.429081762,-35875.396515272354,11602.613600498917,-2306.8990583596405
0.0,-2076988774.3588152,147119821560.951,-5917859.556630837,-36971.954139837195,11470.301347870145,-2276.1236652483353
0.0,-2179940131.7272563,147157760413.43964,-13479073.335565737,-35656.348183794544,11827.773701810926,-2366.1603457253223
0.0,-2208276542.1401095,147165796154.54907,-15010432.240453076,-35900.027764461716,11576.17567209002,-2300.417235750737
0.0,-2288961539.038767,147189312521.25607,-19605538.89255784,-36148.00955370515,11293.882218794475,-2237.5202224162917
0.0,-2135102236.3720396,147146027787.52505,-11640084.85139853,-33557.75299356007,13364.555872372388,-3038.5048032304135
0.0,-2260139734.954174,147180852038.54538,-17943244.501601886,-36091.96248192902,11360.941125571608,-2251.3284037644767
0.0,-2564938672.6682644,147271315078.58112,-35822188.99892043,-36313.74473759806,11057.018491611356,-2197.8025907134656
0.0,-2231288706.5995135,147172443213.16675,-16300439.980558977,-36007.08446446413,11458.401415201055,-2272.7029321742316
0.0,-2660552472.866899,147299829185.79755,-41487396.44836378,-36332.604054170886,11016.406213491224,-2193.1115638290216
0.0,-2127273872.495467,147144407373.96817,-11824525.31118502,-31444.09407192243,14126.983542070408,-3854.304186903734
0.0,-2403930938.504577,147223340397.949,-26319125.33280356,-36259.37544891149,11149.852878784654,-2211.1369466534316
0.0,-1827333155.8367567,147040681395.56876,9651797.492092669,-36505.83324433439,11118.146277843034,-2185.85828354155
0.0,-2519524477.5111256,147257768430.89233,-33134228.202126388,-36303.42477738617,11080.844229115131,-2200.9142255379325
0.0,-2085856437.9659464,147122887087.1642,-6531576.338015845,-37117.883621074754,11590.38841899087,-2308.6696628065242
0.0,-2075148769.5112586,147119194417.541,-5792969.66402046,-36949.146063907116,11451.471997534361,-2271.2070842673133
0.0,-1706006847.4288192,147003054656.76205,17024776.01040243,-36482.48908195761,11118.950877346175,-2181.944738627204
0.0,-2207132589.1582255,147165458674.56888,-14943490.113129685,-35893.3130187551,11583.452666519555,-2302.2153534643317
0.0,-2338615292.6074204,147203970154.62097,-22491976.68123013,-36210.2125406122,11215.735991987778,-2222.553818653647
0.0,-2083013972.78898,147121895549.49768,-6333110.552666135,-37063.15919631725,11545.467603775824,-2296.237702503567
0.0,-2411219519.0892677,147225505783.1201,-26746133.463650133,-36263.53097438627,11144.092131501337,-2210.207065955671
0.0,-2269258108.3384924,147183524001.44354,-18465330.24075525,-36112.01313625076,11337.238595047736,-2246.367913107248
0.0,-2052740635.5086105,147111730556.01974,-4313935.477951768,-36773.41109621749,11306.799091284434,-2234.9550474734137
0.0,-2147151306.1670537,147148900265.71844,-11933025.07446671,-34759.07851006013,12606.048268629009,-2633.9939516818686
0.0,-2204003920.846084,147164563807.58606,-14771671.005270207,-35873.808578481636,11604.327347919147,-2307.347604633281
0.0,-2504927536.9064603,147253420032.02573,-32274927.70014657,-36300.28712317135,11088.547046225061,-2201.9568153407376
0.0,-2567015770.282465,147271937134.2947,-35947991.710160695,-36314.217272286194,11056.003935170827,-2197.674647196804
0.0,-2239308725.2417107,147174765882.25888,-16752287.390954109,-36034.796054907805,11427.063468131842,-2265.6769386003225
0.0,-2705836214.923579,147313338793.96637,-44176586.01509283,-36339.45192194399,11000.313529305262,-2191.48694099857
0.0,-2251510420.9474783,147178322308.36526,-17447303.558869712,-36070.4750456054,11386.0461706983,-2256.6967173909106
0.0,-2220998996.795618,147169464478.37195,-15720560.476674503,-35965.1858194285,11505.093683064484,-2283.455001928996
0.0,-1977511731.6255114,147087623817.7288,434812.11168823624,-36589.8926891268,11163.813454564066,-2200.434362939587
0.0,-2333112453.663145,147202337394.7181,-22169135.822570067,-36204.73583328392,11222.827410282374,-2223.8565604054793
0.0,-2598926945.299374,147281453415.0371,-37836157.809369616,-36321.19138000369,11041.24174402113,-2195.8817098123764
0.0,-2128471230.3663516,147144639945.6152,-11753632.212835127,-31913.724073582434,14011.505129026971,-3662.697025758656
0.0,-2252784476.342274,147178699873.15652,-17521511.258683056,-36073.80610039687,11382.160980255638,-2255.857516363721
0.0,-2225527568.9857554,147170772890.64505,-15973374.729408521,-35984.6318669241,11483.529501825184,-2278.465457941415
0.0,-2211345087.073328,147166679730.77133,-15180190.29418079,-35917.38523215759,11557.406028417843,-2295.8793827456007
0.0,-2485591980.8133335,147247648464.73285,-31128435.438201,-36295.473816925376,11098.204179834505,-2203.2962721411373
0.0,-2185054778.6682806,147159192474.38934,-13745633.30364324,-35715.928554601276,11768.146732375933,-2349.8244693604634
0.0,-2169636101.709132,147154886389.6196,-12946011.814755717,-35499.90878066795,11979.350177701548,-2410.2401077335944
0.0,-2265558232.011453,147182434189.53412,-18254403.916002378,-36104.19016403327,11346.537468719402,-2248.2919390967177
0.0,-2439313148.4218493,147233867502.50464,-28400780.825247876,-36277.79248239164,11124.163284377386,-2207.084902567826
0.0,-2241684161.911656,147175461242.67307,-16888881.704396367,-36042.2809673958,11418.50736901734,-2263.777069319777
0.0,-2342402680.622421,147205080276.7129,-22710091.77304682,-36213.847394111785,11211.02319164645,-2221.6978983832782
0.0,-2505832540.122558,147253679635.78915,-32323356.94527623,-36300.49248565409,11088.077281097989,-2201.897244715163
0.0,-2099255528.1228445,147127743679.16806,-7522633.108240283,-37597.542738636104,11972.909034143078,-2427.7759481720027
