m,x,y,z,vx,vy,vz
0.0,-2169845630.1765323,147154943512.25708,-12957788.83884141,-35503.73231507644,11975.749591938462,-2409.1016010575745
0.0,-2471390706.8568177,147243420972.32382,-30292226.375905436,-36290.92780861007,11105.417399374104,-2204.3131175278845
0.0,-2306833728.0135775,147194571232.7143,-20637773.05990591,-36174.17274232674,11261.598444267369,-2231.183748352729
0.0,-2353650412.7545075,147208415005.35315,-23366945.85857503,-36223.91275268161,11197.809986281616,-2219.3281075356153
0.0,-2534803693.381947,147262327224.3887,-34039271.34511111,-36306.79328573603,11072.587204751251,-2199.810018548231
0.0,-1999729850.7157674,147094670132.39896,-951623.3990752071,-36620.153667278544,11185.690362640693,-2205.873979301776
0.0,-2360376918.6334558,147210408614.9978,-23761741.633841928,-36229.492684368975,11190.414838212826,-2218.0172214649137
0.0,-1982447693.947923,147089188151.4927,126535.05193221701,-36595.77329814767,11167.954991502282,-2201.4821664542396
0.0,-2291793525.5842333,147190139406.44446,-19766273.13285907,-36152.52745180135,11288.36861089275,-2236.428577010893
0.0,-2287698223.1392527,147188935440.5238,-19530058.36095735,-36145.965591523796,11296.386456741398,-2238.0253367204614
0.0,-2315112124.3399467,147197014982.579,-21120657.798286747,-36184.676006376845,11248.415460758099,-2228.6506268240855
0.0,-2436368989.0969763,147232985656.76196,-28225617.936537612,-36276.42191676099,11126.09188820719,-2207.3796106183727
0.0,-2187362399.801419,147159843595.58478,-13871633.022063252,-35739.83247881856,11743.889106702982,-2343.237442448684
0.0,-2557975709.812126,147269242944.854,-35411643.13497093,-36312.138377063246,11060.48513507252,-2198.240712136242
0.0,-2208058146.8466682,147165731842.68713,-14996973.436161436,-35898.75969273309,11577.548874976104,-2300.7646822859733
0.0,-2228417330.7288046,147171609705.44296,-16137986.85319657,-35996.1916615742,11470.626004252823,-2275.4865341552245
0.0,-2723749346.794261,147318679163.32477,-45238323.16465645,-36341.86895992546,10994.323026732733,-2190.9174428149677
0.0,-2275607599.1907144,147185391367.44534,-18833467.883043658,-36124.588051984996,11322.207829135159,-2243.2591095116672
0.0,-2400558450.041502,147222335090.864,-26118940.994179677,-36257.386205038565,11152.603752027844,-2211.5882946949027
0.0,-2183197354.6757636,147158665298.26215,-13647553.184640132,-35695.473827090216,11788.809293657161,-2355.4179902621854
0.0,-1904695445.3527005,147064781889.08896,4921141.700860893,-36534.50060542599,11129.262833462191,-2190.7365839337012
0.0,-2468049398.5214353,147242423299.41684,-30095050.531627163,-36289.733124481,11107.188648814401,-2204.56690632553
0.0,-2623197655.8763766,147288690813.02277,-39274785.099381454,-36326.00695756485,11030.97111413768,-2194.696744458017
0.0,-1971350733.5504181,147085682535.10275,816752.607820291,-36583.109008416555,11159.104820540346,-2199.228012975388
0.0,-2293521232.36816,147190647119.1439,-19865063.590859618,-36155.20485530912,11285.086010024625,-2235.7805622205065
0.0,-2452817050.0251007,147237881336.16098,-29195375.02250372,-36283.750913177675,11115.778541728407,-2205.8213247151602
0.0,-2301803678.2862844,147193089030.6334,-20346563.50179842,-36167.32525017991,11270.122075191404,-2232.836034118591
0.0,-2053164522.1217256,147111875407.97348,-4343791.717555841,-36775.65300250228,11308.604708345305,-2235.3868063290165
0.0,-2180880756.295078,147158020700.3432,-13527177.94594773,-35668.08339013997,11816.14498108124,-2362.936655158917
0.0,-2486445974.217019,147247906536.24918,-31180217.04263957,-36295.71541098337,11097.78312992657,-2203.2355570265754
0.0,-2471774351.9715285,147243534235.57513,-30314523.09807305,-36291.06323789737,11105.214777322553,-2204.283722934345
0.0,-2071049148.762189,147117814372.1816,-5518776.10036043,-36904.739725956,11414.738865228099,-2261.7561154342193
0.0,-2246095207.6928263,147176745528.75616,-17138278.13383543,-36055.47398452077,11403.373368699606,-2260.4624758225104
0.0,-2413314054.0676594,147226128456.8663,-26868352.6935949,-36264.68818835612,11142.482765090337,-2209.950772897606
0.0,-2070152129.1704674,147117505706.4485,-5458214.357096145,-36895.953232742104,11407.535093606832,-2259.9160402996868
0.0,-2338962645.466393,147204069863.39554,-22511620.733494207,-36210.553805178075,11215.297870940822,-2222.473983263264
0.0,-2107396104.0526843,147130974174.70212,-8223497.581531033,-38490.36901463186,12608.298167338684,-2690.252261335117
0.0,-2236435829.18972,147173941452.05026,-16592539.625857905,-36025.26800775683,11437.853804101804,-2268.0747835614216
0.0,-2009045684.9543421,147097633242.23978,-1533879.4018002052,-36636.4413761413,11197.932982550657,-2208.847399574086
0.0,-2101818746.5974712,147128719396.077,-7728664.416399057,-37779.7081527071,12111.753363953441,-2477.449949853889
0.0,-2434493122.6166015,147232421160.1437,-28113944.9034974,-36275.53665067623,11127.338654123443,-2207.5712137737555
0.0,-2387378212.023805,147218412817.87527,-25342220.632956948,-36249.14011111847,11163.936300093384,-2213.4692498533836
0.0,-2602276231.8368244,147282451650.7266,-38034388.5739561,-36321.88214517276,11039.780267228372,-2195.709508883141
0.0,-2485446213.8292837,147247609837.04294,-31121813.302510474,-36295.42920954314,11098.277295881322,-2203.3040590670735
0.0,-2241658022.7706885,147175450197.2174,-16884030.507868454,-36042.21668510412,11418.590187919284,-2263.8141511473123
0.0,-1926909018.3139825,147071716824.07217,3560728.2751879785,-36546.97039680741,11136.050102279203,-2192.891260259533
0.0,-1988024762.2917614,147090955342.06085,-222245.0885437782,-36602.94346667958,11173.088139445825,-2202.7650935235147
0.0,-2230753799.457443,147172284222.191,-16267594.645499285,-36005.117073835594,11460.627383075805,-2273.2228082942947
0.0,-2326187754.678536,147200281631.70566,-21761717.287089113,-36197.439318505705,11232.209873301083,-2225.60399799803
0.0,-2062002175.8309546,147114790878.23788,-4919585.12944057,-36829.308775787,11352.563863532416,-2246.152085010444
0.0,-2148784755.8112063,147149317380.2096,-11995215.026319189,-34850.15138534123,12536.293301555253,-2605.205461517001
0.0,-2483719757.794263,147247101183.71902,-31021546.536902566,-36294.921869223195,11099.134286382823,-2203.4228042582176
0.0,-2392611197.782274,147219975038.96942,-25652717.06274339,-36252.50100407472,11159.325934500011,-2212.6968833724204
0.0,-2142475685.0426478,147147736494.47723,-11776772.178388812,-34430.55921338974,12842.237706017073,-2740.27060594649
0.0,-2204870583.4704657,147164822742.00726,-14822812.637158282,-35879.26510464153,11598.43461215767,-2305.8741206760214
0.0,-2164593519.2477417,147153512499.6836,-12698028.9490865,-35397.142984774764,12074.801281109754,-2439.8119961033776
0.0,-2199963601.644337,147163414203.8287,-14551866.771053946,-35846.35097419587,11633.445604497696,-2314.601708764483
0.0,-2501791308.3037486,147252492657.54376,-32091015.581501693,-36299.582133969925,11090.14873038558,-2202.1766560022866
0.0,-2575403048.9449997,147274437503.50815,-36444211.05618623,-36316.11379156853,11051.967814031937,-2197.173595571412
0.0,-2086658517.3213756,147123166399.85822,-6588484.179449094,-37135.060310773275,11604.489477093372,-2312.6196725469254
0.0,-2284995418.2423644,147188137191.8669,-19373385.9403513,-36141.46843636868,11301.865064445377,-2239.12466362308
0.0,-2361635174.6077266,147210781166.8749,-23835865.720186207,-36230.503264591905,11189.070263395493,-2217.7798734386097
0.0,-2444400052.736302,147235378708.74823,-28699728.45983931,-36280.10495110461,11120.917157920283,-2206.592698143434
0.0,-2402688302.7023597,147222971486.00116,-26245959.153876685,-36258.64637883642,11150.86025214056,-2211.301650182441
0.0,-2278663344.2768807,147186282070.4209,-19009444.277202897,-36130.305945927605,11315.352010754308,-2241.8525860912405
0.0,-2415564073.8999467,147226793455.8692,-27001477.177864153,-36265.9155658721,11140.780302009323,-2209.6748026253595
0.0,-2365805070.397304,147212022953.10095,-24081543.318675473,-36233.772350649124,11184.699394478776,-2217.014544000805
0.0,-2480867485.2075825,147246247428.89053,-30852372.67865398,-36294.05989071134,11100.560059572288,-2203.6232257821807
0.0,-3000351595.733618,147401107658.4587,-61684890.04035791,-36366.21414572084,10917.626494155007,-2185.163307036238
0.0,-2102748176.9248002,147129091613.69263,-7808151.4658733,-37861.98162486397,12172.284920952021,-2500.3930848799255
0.0,-2076467179.2596488,147119650510.48166,-5885113.539513508,-36965.36858563539,11464.794869990934,-2274.6698103492918
0.0,-2388022487.9149985,147218609775.28452,-25381944.755405873,-36249.55628613154,11163.360895855534,-2213.371300663001
0.0,-2250949169.142217,147178164788.54153,-17416037.12634018,-36068.957070443175,11387.78581564111,-2257.074765924478
0.0,-2345905147.4617376,147206124844.1345,-22916413.2936239,-36217.077731542624,11206.792832903155,-2220.9325493634174
0.0,-2573985456.9356704,147274012895.2731,-36359060.813921146,-36315.797414377936,11052.640269663807,-2197.257006990271
0.0,-2263085447.131223,147181714842.63144,-18112485.69198079,-36098.71564653635,11352.990836055005,-2249.650583713547
0.0,-2511926824.2723975,147255509925.24042,-32687041.181499593,-36301.7986476732,11084.899471361146,-2201.462427897711
0.0,-2684298325.3885374,147306911120.79736,-42895876.230188616,-36336.337054112424,11007.783378451883,-2192.2259465143097
0.0,-2244658543.9612484,147176330416.6876,-17059720.1085527,-36051.26410850732,11408.20346977007,-2261.502818161487
0.0,-2273977473.7845244,147184905252.021,-18739266.829442367,-36121.4734993875,11325.959810677841,-2244.023340892996
0.0,-1947440873.5043721,147078161490.9051,2293706.8488111254,-36561.3573922436,11144.74016361197,-2195.393944344268
0.0,-2353223102.907416,147208291792.01184,-23343090.294937987,-36223.54299845454,11198.294044808805,-2219.4132823637733
0.0,-2309673489.1629148,147195405504.66797,-20803336.90796409,-36177.883849284626,11256.963707490799,-2230.2863258530024
0.0,-2254372365.5210934,147179166555.5436,-17614614.78811498,-36077.88313017962,11377.40894841832,-2254.827636418138
0.0,-2223500797.442644,147170177413.21573,-15857886.127514843,-35976.18926380455,11492.957267620754,-2280.6418658989523
0.0,-2217628294.0724816,147168490763.90625,-15530917.220662856,-35949.56214262123,11522.298660816221,-2287.503821425037
0.0,-2261123885.4782367,147181135896.2288,-17998844.326301757,-36094.2629340854,11358.249188854294,-2250.7590036774923
0.0,-2393406521.991212,147220211595.12756,-25698750.87851836,-36253.002597217455,11158.635976527492,-2212.5827358375345
0.0,-2147962978.8120675,147149115335.05383,-11965475.711038435,-34805.191068587934,12570.690703059217,-2619.2714785953995
0.0,-2159078451.4187975,147152025359.3403,-12437154.35386651,-35255.10393787725,12201.970306828553,-2481.501351382666
0.0,-1897373242.050572,147062486571.5795,5372498.360371406,-36530.93012800612,11127.491976708186,-2190.1261949486675
0.0,-2008146063.1248624,147097345730.0457,-1479229.6267690558,-36634.74879083241,11196.652067294868,-2208.534163388153
0.0,-2061062259.9135528,147114475005.07745,-4857355.152233601,-36822.80030035394,11347.23683470844,-2244.835124668113
0.0,-2388238702.697638,147218675437.23657,-25395756.5798914,-36249.69621219889,11163.167278560251,-2213.3374644368137
0.0,-2338987999.473189,147204076100.2754,-22512132.533510834,-36210.58096848176,11215.263044407006,-2222.4694922977415
0.0,-2425990540.7954965,147229902351.7158,-27615635.396062598,-36271.355012104024,11133.181772896583,-2208.478228903823
0.0,-2218051896.68684,147168610690.6185,-15555258.938309867,-35951.59682950646,11520.076621028753,-2286.96778871066
0.0,-2262354881.1162453,147181487897.16556,-18066487.436630823,-36097.10664753315,11354.923205032665,-2250.0640625639135
0.0,-2004394537.3798661,147096149119.86392,-1242826.7424339568,-36627.975763501294,11191.543061188951,-2207.2985764903174
0.0,-2333855671.4187665,147202554075.21964,-22212254.15805923,-36205.4966991618,11221.851698312796,-2223.6763757673443
0.0,-2245469466.3722105,147176564995.843,-17102898.134423483,-36053.652385470865,11405.46215072472,-2260.9203644007735
0.0,-2288476995.9374294,147189167826.33206,-19575822.35883037,-36147.23022234558,11294.836064533585,-2237.715831360792
0.0,-2360425375.1017413,147210423691.40985,-23763408.740061447,-36229.53140155385,11190.36173612464,-2218.010747113079
0.0,-2076255103.1424348,147119571709.91492,-5869049.800068699,-36962.63099362791,11462.599470760122,-2274.09725494259
0.0,-2035537670.3941774,147106132812.74686,-3209664.1837649914,-36702.47026124459,11249.500143473362,-2221.183978632907
0.0,-2512224619.6662574,147255598316.57285,-32705097.453392208,-36301.8623767077,11084.742339824923,-2201.440348372331
0.0,-2130462704.6063418,147145039096.87183,-11678954.64265496,-32550.93449386484,13807.633027440606,-3411.6905472947574
0.0,-2210132588.2837396,147166327333.36243,-15113439.450658873,-35910.68592013744,11564.684126887529,-2297.621300953072
0.0,-2432358324.033389,147231789915.7954,-27988677.69584881,-36274.50815159019,11128.775223931387,-2207.7935482068297
0.0,-2338768462.1838284,147204006543.3227,-22498349.130322076,-36210.37417442395,11215.539174088302,-2222.5199537957865
0.0,-2306697221.3941483,147194526091.927,-20628652.672319762,-36174.000706471874,11261.822654483154,-2231.2284377517535
0.0,-2668905659.584664,147302319228.38745,-41983571.77069933,-36333.95505701926,11013.324050970636,-2192.7902511191032
0.0,-2353670208.693687,147208418217.1029,-23368898.65002459,-36223.931643627635,11197.790835482412,-2219.3222929449876
0.0,-2392459992.415146,147219930619.31754,-25643193.760090414,-36252.40553388785,11159.455644132642,-2212.718133354914
0.0,-2373469914.599506,147214292193.7598,-24528264.652758338,-36239.52442444908,11176.977744020442,-2215.6826805407472
0.0,-2193069231.4469976,147161454142.4368,-14176575.653896766,-35792.60753728904,11689.679055580556,-2328.981000119349
0.0,-2404521636.2527623,147223508165.60083,-26350294.114489943,-36259.727602637526,11149.372261892595,-2211.062004145129
0.0,-2744180294.326857,147324773398.498,-46451154.52264411,-36344.44778063431,10987.711887566846,-2190.311042039067
0.0,-2349267992.1876373,147207116129.15787,-23110755.254017644,-36220.105473480915,11202.82615271028,-2220.22282424824
0.0,-2152611138.382825,147150309967.81445,-12149374.185066719,-35029.403483327114,12393.283309969127,-2549.6904150983655
0.0,-2304944355.13451,147194011859.2799,-20527592.55872798,-36171.649216857026,11264.749514429192,-2231.7945343684646
0.0,-2413892105.4462023,147226296422.63263,-26901763.587596297,-36265.007671926,11142.042650802854,-2209.879627118035
0.0,-2540136697.4781246,147263917590.44196,-34354982.774994195,-36308.010147791465,11069.734463913914,-2199.435066059754
0.0,-2618327641.202485,147287237515.72696,-38985840.95923997,-36325.07569828619,11032.975822837663,-2194.9246072612523
0.0,-2438845073.4542294,147233713765.07877,-28367767.611180887,-36277.586407011964,11124.464524052853,-2207.1340367808148
0.0,-2145706603.393476,147148537535.9722,-11880861.7633397,-34669.37210065526,12672.820481556186,-2662.692535610801
0.0,-2634908395.3674564,147292184505.09357,-39968692.63224549,-36328.17667828539,11026.257485895008,-2194.1721621798133
0.0,-2499145433.3941813,147251688991.7451,-31929322.220443632,-36298.982152756245,11091.47941358708,-2202.3633833320364
0.0,-2399548230.844111,147222043105.86374,-26062244.41752161,-36256.77216176394,11153.443212721177,-2211.7242055137767
0.0,-2221204817.940725,147169520177.90552,-15731679.724662375,-35966.12680394071,11504.073305317765,-2283.214173120233
0.0,-2359723206.0221157,147210213864.98044,-23723396.89605679,-36228.964843115544,11191.118201494499,-2218.1408975006943
0.0,-2321996424.694563,147199046323.37015,-21519393.092512853,-36192.76970655435,11238.162104825395,-2226.7147933787637
0.0,-2247915823.9154425,147177276967.36563,-17243044.254735805,-36060.65184704178,11397.403027563994,-2259.1558938510125
0.0,-2418309934.0682597,147227608142.92847,-27161038.309239898,-36267.38770345825,11138.730163881002,-2209.352978079116
0.0,-1786528440.1259112,147028010973.25095,12137586.2920239,-36496.07776557656,11116.811884102617,-2184.2177827907108
0.0,-2217031230.440417,147168315932.60565,-15496962.676439583,-35946.697212859915,11525.455421281958,-2288.250147614839
0.0,-2264149113.2623944,147182019759.88113,-18170528.466070365,-36101.108300514825,11350.18355197848,-2249.068206030078
0.0,-2055464592.378683,147112633074.57852,-4491488.560047053,-36788.19016922184,11318.834666457169,-2237.883953080049
0.0,-2188221550.162175,147160082604.4434,-13917446.723206095,-35748.36860148316,11735.211094613831,-2340.9122872810535
0.0,-2494261009.1562567,147250240157.78064,-31644738.422901325,-36297.795678211114,11093.92194149729,-2202.6967017180227
0.0,-2082866172.9545107,147121842759.415,-6322355.166109698,-37060.5286757088,11543.32644669455,-2295.6548219984247
0.0,-1999976071.8091738,147094743528.40024,-966710.5278715927,-36620.54453614462,11185.99012556803,-2205.9458410626216
0.0,-2517341305.1699295,147257120357.6674,-33007215.975611262,-36302.95464501012,11082.020178403212,-2201.0716294125214
0.0,-2634423725.669705,147292041336.85052,-39940022.5925973,-36328.08825170359,11026.449872824887,-2194.192211166665
0.0,-2296592891.005199,147191545819.72342,-20044171.049817633,-36159.8429219904,11279.393920836135,-2234.6478658707374
0.0,-2381768571.3113623,147216745883.0422,-25012042.263768043,-36245.38619516428,11169.05247549703,-2214.333388126373
0.0,-2509490979.73133,147254776091.54422,-32540443.049618486,-36301.28196229496,11086.177558158592,-2201.638132434228
0.0,-2491710375.917908,147249469280.24374,-31488383.162697274,-36297.151790675314,11095.176956847847,-2202.874932841913
0.0,-2036172472.2952793,147106335919.6723,-3249699.203282224,-36704.56141524598,11251.171557687187,-2221.5831663335002
0.0,-2265661500.8219547,147182466909.21616,-18259683.120286252,-36104.40830452849,11346.27100688861,-2248.2418806482665
0.0,-2523118576.210052,147258841528.52115,-33348717.90611697,-36304.20011996233,11078.904213727405,-2200.649735264307
0.0,-2078737875.1316156,147120427926.98303,-6040089.661060362,-36995.685566977794,11489.800944121915,-2281.2566981024065
